id,first_name,last_name,patronymic,date_of_birth
,Любов,Проценко,Олександрівна,1946-11-07
,Орхип,Їжак,Панасович,1958-04-30
,Лілія,Ребрик,Едуардівна,1974-08-24
,Юстина,Давимука,Венедиктівна,1992-08-14
,Прохір,Шеремет,Ігнатович,1979-07-10
,Валентин,Бабійчук,Костянтинівна,2015-03-13
,Демид,Алексюк,Лукʼянович,1970-09-25
,Венедикт,Скиба,Єфремівна,1972-02-11
,Пилип,Носенко,Зорянівна,1996-01-04
,Ілля,Швачко,Ярославович,1956-05-16
,Анжела,Царенко,Ааронівна,1988-07-09
,Аліна,Пустовіт,Леонідівна,1935-02-17
,Аніта,Архимович,Арсенівна,1950-01-24
,Варфоломій,Гречаник,Юхимович,1967-09-27
,Святослава,Хомик,Тарасівна,1967-08-05
,Семен,Вакуленко,Святославівна,2012-09-11
,Михайлина,Зінченко,Владиславівна,2000-03-11
,Соломія,Чала,Степанівна,1999-03-12
,Одарка,Андрієвич,Аврелійовна,1999-02-11
,Альбіна,Аверченко,Ростиславівна,2014-07-25
,Розалія,Москаль,Опанасівна,1990-08-25
,Вадим,Шинкаренко,Йосипович,1942-04-11
,Любов,Копитко,Артемівна,2010-12-28
,Адам,Атрощенко,Феофанівна,1971-01-15
,Борислав,Чарниш,Данилівна,2004-01-04
,Азар,Ящук,Назарівна,1974-11-08
,Одарка,Дейнеко,Георгіївна,1967-04-15
,Веніямин,Шморгун,Артемович,2018-09-23
,Єлисавета,Атаманюк,Мартинівна,1975-10-23
,Ада,Парасюк,Алевтинівна,2020-08-02
,Клавдія,Цісик,Бориславівна,2016-10-19
,Ярема,Рябовіл,Орестівна,2023-03-22
,Світлана,Шеремета,Ааронівна,1971-05-22
,Прохір,Дацюк,Тарасівна,1969-05-11
,Спас,Чекалюк,Леонідович,1985-11-13
,Валентин,Фесенко,Федорівна,1948-07-05
,Віолетта,Гречко,Валентинівна,1954-12-18
,Вадим,Байрак,Ігнатівна,1961-04-27
,Богданна,Симоненко,Лесівна,1962-04-13
,Владислав,Парасюк,Аврелійович,1975-01-22
,Єфрем,Архимович,Богданович,2004-06-28
,Богуслав,Єресько,Августинівна,1996-07-13
,Святослав,Абрамчук,Миронович,1983-03-16
,Галина,Вітер,Францівна,1930-02-21
,Яків,Фурс,Євгенівна,1932-12-13
,Валентин,Рубець,Ростиславович,1934-08-19
,Едита,Матяш,Ігнатівна,1944-07-06
,Ольга,Яценюк,Богданівна,1973-01-03
,Франц,Штепа,Кирилівна,1976-05-26
,Михайло,Заєць,Зорянович,1948-11-12
,Нестор,Шинкаренко,Сергіївна,1999-01-03
,Оксенія,Бандура,Йосипівна,2005-06-28
,Варвара,Запорожець,Ярославівна,2004-02-14
,Ірена,Ковалюк,Несторівна,1950-12-15
,Марко,Негода,Петрович,1960-01-28
,Світлана,Єресько,Феофанівна,1975-03-08
,Камілла,Стець,Арсенівна,1966-05-27
,Максим,Дуплій,Борисович,2012-10-03
,Альберт,Колесниченко,Костянтинівна,1972-03-28
,Ольга,Андрійчук,Станіславівна,1986-11-10
,Зорян,Овчаренко,Данилович,1956-04-07
,Михайлина,Арсенич,Азарівна,1969-11-18
,Аркадій,Редько,Демидович,1973-07-20
,Лариса,Малик,Богуславівна,1981-04-08
,Яків,Малик,Болеславівна,2007-10-04
,Гаврило,Єсипенко,Соломонівна,1985-10-11
,Дарина,Барабаш,Лесівна,1965-02-25
,Олег,Дубенко,Устимович,1972-05-08
,Дмитро,Кириленко,Бориславівна,1980-01-12
,Пантелеймон,Єфименко,Венедиктівна,2000-10-24
,Святослава,Гузенко,Степанівна,1956-09-24
,Лукʼян,Юрчишин,Вадимівна,1962-06-23
,Ярослава,Гавришкевич,Антонівна,2023-06-28
,Богдан,Іваненко,Гаврилівна,1991-10-18
,Святослав,Артюшенко,Антонович,2023-01-28
,Валентин,Архипенко,Святославівна,1982-09-18
,Веніямин,Оліфіренко,Яковович,1969-04-09
,Георгій,Швачка,Веніяминівна,1937-09-07
,Святослава,Ребрик,Степанівна,1965-04-24
,Алевтин,Дейнека,Панасівна,1983-09-05
,Віталій,Міщенко,Аврелійовна,2015-06-28
,Наталія,Вітер,Захарівна,1943-05-20
,Павло,Аврамчук,Тарасівна,1943-09-19
,Златослава,Рябець,Юхимівна,1991-10-11
,Валерій,Бандера,Максимович,1975-11-07
,Орина,Вітер,Максимівна,1940-09-01
,Михайло,Алексюк,Кирилович,2018-04-05
,Ольга,Кибкало,Єлисеївна,2013-08-17
,Лариса,Скирда,Стефанівна,1983-09-04
,Лукʼян,Артимович,Азарівна,1947-04-13
,Михайлина,Ільєнко,Вадимівна,2004-12-06
,Олекса,Корсун,Охрімівна,1984-04-02
,Альберт,Давиденко,Дмитрович,1929-09-12
,Едита,Давиденко,Ігорівна,1960-01-07
,Наталія,Юрчук,Панасівна,1962-06-08
,Лілія,Арсенич,Леонідівна,1969-01-10
,Валентин,Єфименко,Симонович,1990-01-27
,Михайлина,Андрійович,Стефанівна,1980-03-10
,Адам,Голобородько,Леопольдівна,1997-09-03
,Пріска,Цушко,Семенівна,2017-11-07
,Алла,Єрошенко,Семенівна,2023-09-15
,Віра,Івасюк,Борисівна,1930-08-20
,Едита,Сич,Ростиславівна,2007-02-21
,Артем,Бабич,Устимівна,2000-10-19
,Олександр,Макогон,Віталіївна,2021-09-02
,Маруся,Алексійчук,Степанівна,1926-09-29
,Єлисей,Ящук,Омелянівна,1977-03-08
,Едуард,Шахрай,Климентівна,2023-06-04
,Пріска,Тимчук,Юхимівна,2014-05-23
,Роман,Чекалюк,Андріївна,1941-03-23
,Зиновій,Олійник,Болеславович,1941-06-19
,Миколай,Цюпа,Юхимович,1974-08-23
,Демид,Демʼянюк,Геннадіївна,1991-06-26
,Марта,Каденюк,Охрімівна,1970-07-22
,Валерій,Андрусенко,Костянтинович,1984-07-27
,Вʼячеслав,Хорішко,Петрович,1979-10-17
,Миколай,Конопленко,Августинівна,2022-08-04
,Трохим,Дергач,Альбертівна,1924-05-19
,Ігнат,Вертипорох,Пантелеймонівна,1979-04-24
,Пилип,Вахній,Давидович,2002-12-25
,Михайлина,Сомко,Лесівна,1956-06-28
,Дмитро,Михайличенко,Алевтинівна,1941-09-02
,Едуард,Дробаха,Алевтинівна,2023-12-16
,Франц,Тригуб,Федорович,1973-10-27
,Альберт,Черінько,Назарович,1939-09-23
,Орест,Гаврилишин,Данилівна,1942-03-18
,Спас,Дуплій,Юстимівна,1937-10-16
,Мілена,Самойленко,Климентівна,1925-01-28
,Віктор,Затовканюк,Борисівна,1966-02-02
,Марія,Ємець,Адамівна,1968-12-14
,Опанас,Верес,Ярославівна,1987-03-17
,Соломія,Дахно,Арсенівна,1933-11-29
,Арсен,Швайка,Аркадіївна,2022-12-30
,Аніта,Кащенко,Ростиславівна,2010-01-27
,Леонтій,Гречаник,Пилипівна,1964-04-13
,Нестор,Дуплій,Ростиславівна,1931-02-27
,Тарас,Сірченко,Євгенівна,1963-08-12
,Соломон,Дубина,Орхипівна,1962-10-23
,Клавдія,Гайда,Павлівна,1972-08-27
,Лариса,Лаба,Данівна,1986-02-18
,Соломія,Кабаненко,Романівна,1935-04-08
,Олександр,Гузій,Варфоломіївна,1932-06-12
,Олег,Колісниченко,Пантелеймонівна,2002-01-31
,Єфрем,Комар,Олексович,1934-06-23
,Амалія,Чайка,Веніяминівна,1994-12-15
,Орина,Онищенко,Зорянівна,2009-09-27
,Галина,Комар,Костянтинівна,1955-03-06
,Святослав,Супруненко,Леопольдівна,1968-04-19
,Богданна,Шинкаренко,Францівна,1954-04-08
,Ярослава,Атаманчук,Леонтіївна,1979-07-05
,Мілена,Вергун,Станіславівна,1983-05-22
,Аніта,Наливайко,Прохорівна,2019-03-17
,Ада,Александренко,Едуардівна,1943-01-28
,Данна,Гузій,Глібівна,1965-05-24
,Руслан,Андрейко,Орестівна,1927-11-09
,Пріска,Цюпа,Панасівна,1990-10-16
,Лариса,Пилипенко,Омелянівна,2021-12-27
,Леонтій,Чередник,Вікторович,1951-07-08
,Геннадій,Ковпак,Борисівна,2011-08-19
,Оксенія,Закусило,Алевтинівна,2005-05-10
,Гаврило,Гук,Леопольдівна,1940-07-08
,Стефан,Ємельяненко,Святославович,2018-08-23
,Роман,Корпанюк,Степанович,2000-05-08
,Франц,Петренко,Марківна,2022-08-18
