id,first_name,last_name,patronymic,birth_date,phone_number,email
2784,Орест,Примаченко,Болеслав,1998-03-14,824 56 51,fandriienko@example.com
2785,Богуслав,Дрозд,Феофан,2002-09-29,805-36-08,petrozaruba@example.net
2786,Амвросій,Франко,Тереза,2001-07-24,+380 43 356-36-90,mykyta22@example.net
2787,Адам,Чабан,Альбіна,1979-06-15,283-58-51,klyment24@example.com
2788,Людмила,Єфименко,Пармен,1992-04-29,+380 (91) 073-31-59,vashchenko-zakharchenkosvitlana@example.net
2789,Пилип,Ящук,Михайло,1968-07-21,+380 (72) 348-29-78,ierchenkofeofan@example.net
2790,Федір,Карпа,Олекса,1963-03-06,675-08-76,iakymchukmartyn@example.com
2791,Олег,Петренко,Марко,1964-07-19,997 54 44,myroslavdemianiuk@example.net
2792,Світлана,Ляшко,Франц,1989-01-11,+380 87 501-68-79,dvanchenko@example.com
2793,Яків,Гайдамака,Оксана,1995-09-20,178-61-11,heorhiiavramenko@example.com
2794,Наталія,Яценюк,Тетяна,1990-03-30,+380 35 405-13-21,illia70@example.com
2795,Єлисавета,Чумак,Гордій,1989-08-26,045 358 82 38,bavramenko@example.org
2796,Левко,Чала,Емілія,2003-12-04,+380 (56) 801-88-61,jvakulenko@example.net
2797,Златослава,Дубас,Марʼяна,1965-02-03,+380 54 491-56-22,agalagan@example.org
2798,Лариса,Щербак,Варвара,1978-02-25,111 43 87,zriabets@example.org
2799,Зорян,Єрошенко,Арсен,1977-10-12,413 54 13,pdevdiuk@example.net
2800,Віталій,Джунь,Наталія,1974-11-16,019 510-90-16,arsenartymovych@example.net
2801,Емілія,Василашко,Мартин,2001-04-26,+380 03 138-72-26,larysacharnysh@example.net
2802,Леонтій,Назаренко,Михайлина,1994-05-16,889 04 23,ckozak@example.net
2803,Оксенія,Шухевич,Пріска,1995-07-30,128-84-92,jkozak@example.org
2804,Едуард,Макогон,Тимофій,1981-03-20,+380 (65) 425-65-15,dzhuniakiv@example.org
2805,Тетяна,Ґерус,Богдан,1980-12-26,+380 70 092 33 41,cduplii@example.com
2806,Гліб,Приймак,Аркадій,1960-12-29,+380 (25) 244-28-60,vashchenkorozaliia@example.com
2807,Ярослава,Шамрай,Григорій,1998-07-05,+380 31 249 20 87,iryna86@example.net
2808,Прохір,Гунько,Соломон,2002-06-28,013 983-55-94,dmytrobabenko@example.org
2809,Панас,Ющенко,Оксана,1975-11-22,969 79 14,iustymsirchenko@example.net
2810,Ірина,Ковалюк,Валерій,1966-03-10,+380 (76) 715-13-71,mykhailychenkookhrim@example.net
2811,Святослава,Гаврилець,Олесь,1973-11-29,+380 (19) 435-28-26,orkhyp21@example.org
2812,Альберт,Удовиченко,Соломія,1971-08-29,341-50-91,mieremenko@example.net
2813,Роксолана,Чарниш,Пилип,1982-03-14,009 356-92-94,hukokseniia@example.net
2814,Аврелій,Дейнеко,Ольга,1988-11-26,005 156 39 40,baranykvladyslav@example.com
2815,Хома,Данчук,Хома,1976-11-30,122 25 69,liubovtymchenko@example.com
2816,Демид,Опанасенко,Софія,1975-12-11,026 780-72-10,telizhenkorostyslav@example.com
2817,Вадим,Джунь,Нестор,1979-12-12,073 442-15-30,xartiukh@example.net
2818,Михайлина,Затула,Мирослав,1984-08-31,+380 91 954-47-14,ukabaliuk@example.net
2819,Ілля,Іщенко,Одарка,1993-12-17,+380 84 942 37 21,marusialytvynenko@example.com
2820,Варфоломій,Тихий,Ганна,2005-06-05,075 381 12 02,irynaonufriienko@example.org
2821,Єва,Абрамчук,Владислав,1978-06-27,+380 (22) 626-51-09,romanskoryk@example.org
2822,Теодор,Акуленко,Григорій,1974-10-05,+380 16 364-77-15,olehtsybulenko@example.org
2823,Любов,Голик,Руслан,2001-07-20,871-08-34,anitachmil@example.net
2824,Леонід,Чорновіл,Андрій,1990-03-19,+380 (12) 932-56-45,iaroshielysaveta@example.net
2825,Назар,Сімашкевич,Давид,1974-02-26,514-45-71,tytarenkoihnat@example.com
2826,Семен,Твердохліб,Гліб,1980-12-22,555-47-24,riabchenkosviatoslav@example.com
2827,Маруся,Ковпак,Світлана,1960-01-18,089 809-39-84,tvashchenko@example.com
2828,Прохір,Мазур,Степан,1966-07-11,045 986-47-59,avreliidarahan@example.com
2829,Ада,Чумак,Лукʼян,1967-05-04,042 496 64 84,ieromenkoiaryna@example.com
2830,Ірена,Гавриленко,Руслан,1981-03-13,908 35 71,borysmatviienko@example.org
2831,Панас,Прокопович,Амвросій,1967-06-12,+380 53 927-66-19,vitalii06@example.net
2832,Лесь,Данченко,Петро,1976-06-29,521-65-48,alina72@example.org
2833,Альберт,Саченко,Зорян,1986-02-03,+380 20 283-97-31,isaievychillia@example.com
2834,Віра,Рудик,Марко,1975-06-02,+380 03 346-38-86,teodoratroshchenko@example.org
2835,Болеслав,Непорожній,Варвара,1974-05-24,004 331-66-42,havrylivfeofan@example.net
2836,Альберт,Рябошапка,Владислав,1993-04-27,+380 52 552-50-02,boryslav61@example.org
2837,Омелян,Дейнеко,Віра,1984-10-11,708 65 63,rozaliia92@example.org
2838,Алевтин,Христенко,Камілла,1967-09-07,+380 72 974-18-66,shutkofrants@example.net
2839,Юхим,Пелех,Христина,1995-10-26,+380 12 675 57 13,darynaeibozhenko@example.org
2840,Ярина,Худяк,Пріска,1967-07-11,491-16-71,cnehoda@example.com
2841,Тетяна,Редько,Арсен,1972-12-28,027 319 12 03,yvakhnii@example.org
2842,Ярина,Дашенко,Валерій,1997-05-04,011 042-66-90,darynadashenko@example.org
2843,Борислав,Аврамчук,Богданна,1964-05-18,+380 (21) 996-09-13,panaszabashta@example.com
2844,Христина,Батюк,Богуслава,1980-08-29,067 598 55 22,iryna07@example.com
2845,Артем,Шелест,Микита,2004-11-24,018 250 79 68,dilienko@example.com
2846,Наталія,Уманець,Богодар,2004-07-26,+380 16 585-11-73,zdashkevych@example.net
2847,Трохим,Корж,Володимира,1992-04-03,+380 (38) 666-77-71,iaremkostefan@example.org
2848,Стефан,Радченко,Захар,2005-07-10,085 645-35-18,antontovstolis@example.org
2849,Єфрем,Бебешко,Зиновій,1976-04-20,092 525 24 37,otsymbal@example.org
2850,Борислав,Токар,Августин,1962-04-18,+380 15 472-83-47,dannaverkhovynets@example.net
2851,Устим,Теліженко,Теодор,2003-07-05,713-77-43,makarenkoheorhii@example.net
2852,Оксана,Адаменко,Анастасія,1969-12-16,+380 58 126-91-78,shvachkozakhar@example.net
2853,Віолетта,Дубенко,Аркадій,1964-06-23,+380 69 475 55 84,panteleimonkhudiak@example.org
2854,Владислав,Лаба,Олег,2004-01-13,+380 68 269-17-76,vernyhoraalla@example.org
2855,Мартин,Христич,Михайлина,1996-11-04,204-10-70,sviatoslavaholyk@example.com
2856,Аркадій,Сімашкевич,Назар,1987-03-11,+380 13 997-13-05,onyshchenkoviacheslav@example.org
2857,Степан,Матвієнко,Леон,1993-06-24,+380 (30) 116-01-17,martakalchenko@example.com
2858,Одарка,Кабалюк,Онисим,1970-08-28,+380 71 737-54-81,lsatsiuk@example.org
2859,Опанас,Піддубний,Камілла,1973-01-11,683-68-48,nvashchenko@example.com
2860,Михайлина,Дараган,Галина,1975-09-19,007 735-21-16,arsenviter@example.net
2861,Ярослава,Бандурка,Охрім,2005-06-29,+380 58 229-12-74,jkabaliuk@example.org
2862,Кирило,Чубай,Назар,1959-05-31,799 11 09,khoma14@example.org
2863,Тарас,Височан,Панас,1990-04-17,+380 42 471 16 83,avdieienkoleontii@example.com
2864,Пармен,Дубина,Любов,1995-05-22,+380 (33) 596-46-62,kzaruba@example.net
2865,Семен,Сомко,Варфоломій,1975-01-21,012 078 72 74,vasyl94@example.net
2866,Мирон,Барабаш,Йосип,1983-05-21,600-45-10,gmykhailiuk@example.com
2867,Едита,Дурдинець,Гордій,1991-07-16,150-17-42,haidaidemian@example.net
2868,Зиновій,Дейсун,Пантелеймон,1970-04-01,+380 36 284-91-06,orysiasliusar@example.net
2869,Марта,Чорновіл,Павло,1975-07-21,+380 67 926-70-91,baidaherman@example.net
2870,Святослава,Їжак,Євген,1974-05-20,+380 40 267-84-39,hprymachenko@example.com
2871,Альбіна,Алексюк,Алла,1971-11-15,081 957 79 63,ihor43@example.com
2872,Святослав,Єрьоменко,Тарас,1963-11-09,+380 (46) 263-96-92,chernenkoborys@example.com
2873,Хома,Іващенко,Олег,1971-07-15,029 941 75 96,spylypenko@example.com
2874,Ростислав,Іщенко,Опанас,1999-07-05,090 698 15 21,cfranchuk@example.org
2875,Марта,Левченко,Панас,1981-02-14,+380 01 026 41 16,mykolai54@example.org
2876,Богодар,Іваненко,Олекса,1998-05-07,048 775-84-41,tievdokymenko@example.com
2877,Богуслава,Цюпа,Юстина,1978-12-15,+380 81 318-87-25,kharchenkohryhorii@example.com
2878,Святослава,Михайличенко,Тимофій,1994-06-03,635 96 67,iaroslav53@example.org
2879,Демид,Цюпа,Любов,1979-04-08,+380 22 956 63 27,turkaloanton@example.com
2880,Лукʼян,Лемешко,Ігнат,1959-01-31,473-19-66,xalekseienko@example.org
2881,Спас,Демʼянчук,Пантелеймон,1964-12-02,100-39-69,danna94@example.net
2882,Любов,Верменич,Степан,1992-01-17,+380 58 141 47 74,qreva@example.org
2883,Зорян,Щорс,Венедикт,1963-05-24,037 060 28 18,pavlo68@example.net
2884,Богуслав,Гоголь,Пармен,1966-04-29,+380 60 099 45 68,vakulenkoleopold@example.com
2885,Аліна,Дубенко,Мілена,1994-06-10,+380 66 148-46-78,tatroshchenko@example.net
2886,Валентина,Колодуб,Софія,1971-12-16,775-41-54,ipryimak@example.com
2887,Яків,Ільєнко,Макар,1979-09-05,+380 39 667-14-61,aieresko@example.net
2888,Єлисавета,Шило,Ярина,2003-04-11,+380 92 541 50 26,ielysavetapavlyk@example.net
2889,Варфоломій,Зінчук,Лілія,1984-09-26,+380 85 427-14-42,ktsushko@example.org
2890,Єлисей,Чайка,Владислав,2003-10-29,004 555 91 42,danylozhurba@example.net
2891,Леонтій,Іщенко,Онисим,1959-08-22,302-94-02,ihorverkhovynets@example.net
2892,Захар,Шухевич,Марко,1998-12-19,+380 (94) 502-71-88,xmishchenko@example.com
2893,Мартин,Артеменко,Михайлина,1982-08-01,338 58 72,rtereshchuk@example.net
2894,Артем,Туркало,Ірена,2006-06-09,021 156 51 08,levkomamchur@example.com
2895,Галина,Данченко,Амвросій,1994-09-10,+380 68 490-04-28,liudmyla89@example.org
2896,Нестор,Яремко,Марко,1972-05-10,+380 48 745-86-46,irena53@example.com
2897,Владислав,Охримович,Борис,1962-08-20,091 331 40 91,qtykha@example.net
2898,Світлана,Шаблій,Алевтин,1971-07-24,076 995-19-21,iusyk@example.com
2899,Левко,Демиденко,Ярина,2006-10-20,+380 (69) 004-47-44,zynovii56@example.org
2900,Костянтин,Артимишин,Мілена,1995-05-25,+380 (00) 115-81-40,albinatkach@example.com
2901,Левко,Гузенко,Валерій,1971-09-30,+380 (20) 003-83-91,leopold84@example.org
2902,Адам,Валенко,Вадим,1995-09-01,085 725 06 87,rtsymbaliuk@example.net
2903,Валерій,Дрозд,Хома,1974-10-28,525 03 12,mchmil@example.com
2904,Герман,Якименко,Тереза,1995-08-21,+380 52 249 09 85,feofantkachenko@example.com
2905,Азар,Дахно,Богуслава,1996-05-31,043 980-47-91,haidenkozorian@example.net
2906,Тимофій,Жайворон,Гліб,1989-05-29,804 76 83,ivanychukbohuslav@example.org
2907,Августин,Стець,Златослава,1978-08-19,817-35-82,adamhohol@example.com
2908,Адам,Вишиваний,Олег,1977-11-21,013 360 73 95,alla91@example.org
2909,Ілля,Базилевич,Владислав,1979-08-23,+380 89 359 83 84,bvdovenko@example.com
2910,Людмила,Рева,Григорій,1984-11-11,070 78 40,leon41@example.net
2911,Ярина,Литвиненко,Яків,1972-01-22,993 16 71,nromanets@example.net
2912,Давид,Дейсун,Богодар,1964-01-02,+380 18 411-95-67,boleslavkorsun@example.org
2913,Пилип,Ребрик,Андрій,1992-01-03,504 47 16,vakhniikyrylo@example.org
2914,Кирило,Мамчур,Тимофій,1971-08-17,063 848-68-16,oles03@example.com
2915,Надія,Яременко,Назар,1994-08-30,354-78-54,alina81@example.org
2916,Святослав,Вертипорох,Варвара,1961-02-04,724 88 45,banduraonysym@example.net
2917,Антон,Гайдабура,Опанас,1967-04-04,518-01-44,cnesterenko@example.net
2918,Роман,Гриценко,Стефан,2003-08-23,+380 (33) 750-07-22,iefremudovenko@example.org
2919,Віталій,Гаврилів,Софія,1975-10-20,+380 (40) 716-73-76,hryhorii86@example.org
2920,Лесь,Демʼяненко,Вʼячеслав,1979-09-25,+380 59 769-97-67,cchala@example.net
2921,Феофан,Затовканюк,Юстина,1971-10-19,052 60 32,roksolanafranchuk@example.com
2922,Степан,Данченко,Руслан,1983-03-31,066 313 87 52,ttymchenko@example.com
2923,Валентин,Засядько,Станіслав,1980-03-20,060 552 53 97,anita01@example.net
2924,Орест,Дурдинець,Єлисавета,2004-09-20,075 704-79-46,valentynanestaiko@example.com
2925,Гаврило,Вовк,Дмитро,2006-10-26,+380 57 672 35 23,cbakumenko@example.org
2926,Софія,Жарко,Федір,1960-09-04,+380 (63) 917-40-82,artymovychviacheslav@example.com
2927,Аарон,Гаврюшенко,Адам,1984-10-20,075 761 38 49,symon05@example.org
2928,Феофан,Ємець,Ольга,1993-05-03,907 59 09,ievhen11@example.net
2929,Борислав,Гайворонська,Климент,1981-05-31,068 652-78-86,avreliiskopenko@example.org
2930,Опанас,Влох,Христина,1961-07-15,851 27 14,roman27@example.com
2931,Охрім,Жученко,Ярослава,1991-06-24,034 088 30 20,volodymyrasatsiuk@example.org
2932,Онисим,Червоненко,Роман,1996-11-17,013 81 14,xvdovenko@example.net
2933,Клавдія,Наливайко,Устим,1974-02-04,+380 38 303-00-84,eibozhenkoalla@example.com
2934,Ада,Рябченко,Василина,1962-01-15,+380 84 231 94 10,pavloabramenko@example.net
2935,Христина,Петренко,Євген,1961-08-31,870-79-31,ielysei64@example.org
2936,Ярема,Полтавець,Оксана,1984-04-20,+380 56 701-90-70,mariiatiahnybok@example.com
2937,Пантелеймон,Удовенко,Костянтин,2005-09-29,090 637-82-12,dubynaanzhela@example.com
